TUCASEID,TULINENO,EEINCOME1,ERBMI,ERHHCH,ERINCOME,ERSPEMCH,ERTPREAT,ERTSEAT,ETHGT,ETWGT,EUDIETSODA,EUDRINK,EUEAT,EUEXERCISE,EUEXFREQ,EUFASTFD,EUFASTFDFRQ,EUFFYDAY,EUFDSIT,EUFINLWGT,EUSNAP,EUGENHTH,EUGROSHP,EUHGT,EUINCLVL,EUINCOME2,EUMEAT,EUMILK,EUPRPMEL,EUSODA,EUSTORES,EUSTREASON,EUTHERM,EUWGT,EUWIC,EXINCOME1
20140807142192,1,1,26.6,3,1,5,60,35,0,0,-1,1,1,1,7,1,1,2,1,  9918468.388724,2,2,1,68,5,-1,1,2,1,2,1,1,2,175,-1,0
20140807142195,1,1,-1.0,3,1,5,60,0,0,-1,3,1,2,1,7,2,-1,-1,1,  3350202.842851,2,3,1,68,5,-1,1,2,1,1,1,2,2,-3,-1,0
20140807142200,1,1,22.6,3,1,5,50,5,0,0,-1,2,1,1,5,1,1,2,2,  1577178.807209,2,4,3,66,5,-1,1,2,1,-1,1,-2,2,140,-1,0
20140807142203,1,1,28.2,3,1,5,255,0,0,0,-1,1,2,2,-1,1,2,1,1, 17678536.665927,2,2,3,67,5,-1,-1,-1,2,2,1,3,-1,180,-1,0
20140807142204,1,1,21.1,3,1,5,150,-2,0,0,-1,2,-2,1,2,1,1,1,1,  4419058.269393,2,4,1,63,5,-1,1,2,1,-1,2,5,2,119,-1,0
20140807142205,1,1,32.6,3,1,5,35,0,0,0,2,1,2,2,-1,1,1,1,1,  9442817.866487,2,1,1,64,5,-1,1,2,1,1,2,1,2,190,-1,0
20140807142209,1,1,33.9,3,1,-1,60,30,0,0,-1,1,1,1,5,2,-1,-1,1,  1612774.875775,2,4,1,72,5,-1,1,2,1,2,1,2,2,250,-1,0
20140807142211,1,1,22.7,3,1,1,315,0,0,0,-1,2,2,1,7,2,-1,-1,1,  4507247.738160,2,1,1,67,5,-1,1,2,3,-1,1,1,2,145,-1,0
20140807142213,1,2,28.2,3,5,5,45,15,0,0,-1,1,1,2,-1,2,-1,-1,2, 21718699.853193,2,3,3,74,5,3,1,2,3,2,3,3,2,220,2,0
20140807142215,1,1,24.4,3,1,5,150,0,0,0,-1,1,2,1,14,2,-1,-1,1,  4728859.097561,2,1,1,73,5,-1,-1,-1,2,2,1,2,-1,185,-1,0
20140807142217,1,2,29.3,3,5,-1,120,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  5834784.723537,2,2,1,71,5,2,1,2,1,-1,1,1,2,210,-1,0
20140807142218,1,1,27.6,3,1,5,95,0,0,0,-1,2,2,1,5,1,1,2,1,  6283331.599561,2,2,2,63,5,-1,1,2,1,-1,-1,-1,2,156,2,0
20140807142225,1,1,26.4,3,1,5,25,0,0,0,2,1,2,2,-1,1,1,2,1, 21033317.116808,2,4,1,63,5,-1,1,2,1,1,1,2,2,149,2,0
20140807142226,1,1,26.6,3,1,5,70,10,0,0,-1,2,1,2,-1,1,4,1,1,  3962846.890190,2,3,2,69,5,-1,-1,-1,2,-1,-1,-1,-1,180,2,0
20140807142227,1,1,28.1,3,1,5,65,20,0,0,-1,1,1,2,-1,1,1,1,1,  3771529.059391,2,3,2,69,5,-1,1,2,1,2,-1,-1,2,190,2,0
20140807142229,1,1,25.6,3,1,-1,45,10,0,0,-1,1,1,1,7,1,1,2,1,  3649310.655428,2,2,1,62,5,-1,2,2,1,2,1,4,-1,140,2,0
20140807142230,1,1,21.6,3,1,5,95,0,0,0,-1,1,2,1,5,2,-1,-1,1, 11772220.693564,2,1,1,65,5,-1,1,2,1,2,3,3,2,130,2,0
20140807142231,1,1,25.4,3,1,-1,147,20,0,0,-1,1,1,1,1,1,2,1,1,  2228398.394926,2,2,1,72,5,-1,1,2,1,2,1,2,2,187,2,0
20140807142234,1,2,34.3,3,3,5,90,15,0,0,2,1,1,2,-1,2,-1,-1,1,  6087714.690526,2,5,1,64,5,1,1,2,1,1,2,2,2,200,-1,0
20140807142237,1,1,23.8,3,1,-1,70,0,0,0,2,1,2,2,-1,1,2,1,1,  2993737.517110,2,3,1,58,5,-1,1,2,1,1,2,6,2,114,-1,0
20140807142241,1,2,27.8,3,5,-1,90,30,0,0,-1,2,1,1,2,1,2,2,1, 13671751.607641,2,2,1,72,5,2,2,2,1,-1,2,2,-1,205,-1,0
20140807142252,1,1,20.3,3,1,-1,50,0,0,0,-1,1,2,1,2,2,-1,-1,1,  3565927.821254,2,2,1,64,5,-1,1,2,1,2,1,2,2,118,-1,0
20140807142255,1,2,32.7,3,3,-1,60,0,0,0,-1,2,2,2,-1,1,5,1,2, 20524621.370123,2,2,1,67,5,1,1,2,1,-1,2,1,2,209,2,0
20140807142258,1,2,40.3,3,5,-1,125,0,0,0,-1,1,2,2,-1,1,2,2,1, 22560406.267453,2,3,1,66,5,2,1,2,1,2,2,1,1,250,2,0
20140807142259,1,2,18.8,3,5,5,60,40,0,0,2,1,1,1,3,1,1,2,1, 22037216.382862,1,3,1,69,5,2,-1,-1,2,1,2,2,-1,127,1,0
20140807142268,1,1,27.4,3,1,5,15,30,0,0,-1,2,1,1,2,2,-1,-1,1,  5839705.326671,2,2,1,67,5,-1,1,2,1,-1,1,2,1,175,2,0
20140807142270,1,1,25.1,3,1,-1,60,30,0,0,-1,1,1,1,5,1,1,2,1,  4553422.847986,2,2,1,69,5,-1,1,2,1,2,1,1,2,170,-1,0
20140807142278,1,2,58.4,3,5,-1,0,5,0,0,1,1,1,1,5,1,4,2,1,  2388601.669376,1,4,1,64,5,2,1,2,1,1,1,1,2,340,-1,0
20140807142281,1,1,22.4,3,1,-1,65,0,0,0,-1,2,2,1,4,1,2,2,1,  6814651.826464,2,2,1,69,5,-1,2,2,1,-1,1,2,-1,152,-1,0
20140807142284,1,1,26.0,3,1,5,65,0,0,0,2,1,2,1,4,1,2,2,1,  3152880.136147,2,2,1,65,5,-1,1,2,1,1,3,1,2,156,-1,0
20140807142294,1,2,26.6,3,5,5,30,0,0,0,-1,2,2,1,7,1,2,1,2,  5118124.267897,2,2,1,65,5,2,1,2,1,-1,1,1,2,160,2,0
20140807142297,1,1,30.7,3,1,5,90,16,0,0,-1,1,1,1,2,2,-1,-1,1,  4811949.344349,2,2,2,66,5,-1,-1,-1,2,2,-1,-1,-1,190,-1,0
20140807142304,1,2,39.2,3,5,1,75,0,2,0,-1,2,2,1,7,1,1,2,1, 12139394.944377,1,4,1,56,5,2,1,2,1,-1,1,1,2,175,2,0
20140807142306,1,1,54.8,2,1,2,60,15,0,0,-1,1,1,1,7,1,1,2,1, 15583316.301996,2,2,1,64,5,-1,1,2,1,2,1,2,2,319,-1,0
20140807142307,1,1,29.4,3,1,-1,165,457,0,0,-1,1,1,2,-1,1,6,2,1,  5006116.030289,2,2,1,67,5,-1,2,2,1,2,1,6,-1,188,-1,0
20140807142308,1,1,27.2,3,1,5,150,20,0,0,-1,1,1,1,5,1,3,2,1,  3250227.017494,2,2,1,71,5,-1,-1,-1,2,2,2,1,-1,195,2,0
20140807142309,1,1,29.2,3,1,5,45,0,0,0,-1,1,2,2,-1,1,7,2,1,  6364247.117864,2,4,3,76,5,-1,-1,-1,2,2,3,1,-1,240,2,0
20140807142315,1,2,39.3,3,5,-1,15,0,0,0,-1,2,2,2,-1,2,-1,-1,3, 13032569.621387,1,5,2,65,5,2,-1,-1,2,-1,-1,-1,-1,236,2,0
20140807142318,1,2,23.6,3,5,-1,50,0,0,0,-1,1,2,1,7,1,3,1,1,  5890570.529042,2,4,1,66,5,2,1,2,1,2,1,2,2,146,-1,12
20140807142321,1,1,29.3,3,1,5,135,18,0,0,-1,2,1,1,2,1,2,1,1,  3188861.055372,2,2,2,68,5,-1,-1,-1,2,-1,-1,-1,-1,193,2,0
20140807142326,1,1,26.2,3,1,5,30,0,0,0,-1,1,2,1,3,2,-1,-1,1,  7211302.931042,2,1,1,67,5,-1,2,2,1,2,1,3,-1,167,2,0
20140807142327,1,2,31.2,3,5,-1,25,60,0,0,2,1,1,1,6,1,3,1,1,  2593081.987310,2,2,1,71,5,2,1,2,1,1,1,2,1,224,-1,0
20140807142331,1,1,23.5,3,1,1,30,0,0,0,-1,1,2,1,4,2,-1,-1,1,  4795644.698493,2,2,1,67,5,-3,1,2,1,2,2,1,2,150,-1,82
20140807142333,1,1,22.1,3,1,-1,15,0,0,0,-1,1,2,1,3,2,-1,-1,1,  4823935.142044,2,1,1,63,5,-1,-1,-1,2,2,2,1,-1,125,2,0
20140807142336,1,1,22.3,3,1,5,65,0,0,0,-1,1,2,1,4,2,-1,-1,1,  8439109.624784,2,2,1,66,5,-1,1,2,1,2,1,2,2,138,2,0
20140807142337,1,1,21.5,3,1,5,60,50,0,0,-1,1,1,1,6,1,1,2,1,  8633826.940232,2,1,1,64,5,-1,1,2,1,2,1,2,2,125,2,0
20140807142339,1,1,24.9,3,1,-1,80,15,0,0,-1,1,1,1,7,2,-1,-1,1,  2575637.946189,2,3,1,66,5,-1,1,2,1,2,2,4,2,154,-1,0
20140807142340,1,1,19.8,3,1,5,55,5,0,0,-1,1,1,2,-1,1,1,2,1,  7835320.534205,2,2,2,61,5,-1,2,2,3,2,-1,-1,-1,105,2,0
20140807142343,1,-3,-1.0,3,-1,5,65,0,0,-1,-1,1,2,2,-1,2,-1,-1,1,  5009484.522519,2,3,1,62,5,-3,1,2,1,2,1,6,2,-3,-1,3
20140807142344,1,1,24.0,3,1,-1,10,0,0,0,2,1,2,1,5,2,-1,-1,1,  3245451.081410,2,1,1,64,5,-1,1,2,1,1,2,2,2,140,-1,0
20140807142346,1,1,17.5,3,1,-1,10,5,0,0,-1,1,1,1,2,1,2,2,1, 10072280.998457,1,2,2,65,5,-2,1,2,3,2,-1,-1,1,105,2,73
20140807142350,1,2,-1.0,3,5,5,30,10,-1,0,-1,1,1,2,-1,1,1,2,1, 21248055.362820,1,3,1,-2,5,2,1,2,1,2,1,1,2,135,2,12
20140807142356,1,2,-1.0,3,5,1,10,0,-1,0,-1,2,2,1,2,2,-1,-1,1, 16617709.356860,2,3,1,-2,5,2,1,2,1,-1,1,1,2,160,-1,0
20140807142358,1,2,-1.0,3,3,-1,135,2,0,-1,-1,1,1,1,4,1,2,1,1,  1740924.964994,2,1,1,67,5,1,1,2,1,2,3,1,2,-2,2,0
20140807142359,1,2,41.5,3,3,-1,45,1,0,0,1,1,1,2,-1,1,2,2,1,  2061423.632376,2,5,1,67,5,1,1,2,1,1,1,2,2,265,-1,0
20140807142362,1,1,22.6,3,1,5,50,240,0,0,-1,2,1,2,-1,1,3,2,1,  7035847.029664,2,4,2,66,5,-1,1,2,3,-1,-1,-1,2,140,-1,0
20140807142363,1,1,38.3,3,1,-1,50,35,0,0,-1,1,1,2,-1,1,5,2,1,  3132859.658224,2,3,2,65,5,-1,-1,-1,2,2,-1,-1,-1,230,2,0
20140807142364,1,1,36.3,3,1,5,45,10,0,0,-1,1,1,1,5,1,3,1,1,  7309670.066576,2,3,1,66,5,-1,1,2,1,2,2,1,2,225,2,0
20140807142371,1,1,23.0,3,1,-1,40,0,0,0,-1,2,2,1,7,2,-1,-1,1,  2003056.358420,2,3,1,71,5,-1,1,2,1,-1,1,3,2,165,-1,0
20140807142374,1,2,31.6,3,5,5,55,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 25248830.632525,2,4,2,70,5,2,-1,-1,2,-1,-1,-1,-1,220,2,0
20140807142376,1,2,42.6,3,5,5,60,0,0,0,-1,2,2,1,3,2,-1,-1,1,  5364663.831596,1,3,1,68,5,2,1,2,1,-1,1,1,2,280,1,0
20140807142379,1,1,27.3,3,1,5,50,4,0,0,1,1,1,1,1,1,4,1,1,  3369912.783611,2,3,2,70,5,-1,-1,-1,2,1,-1,-1,-1,190,2,0
20140807142385,1,1,26.3,3,1,-1,65,30,0,0,-1,2,1,1,4,2,-1,-1,1,  7448223.308423,2,2,1,67,5,-1,1,2,1,-1,2,1,2,168,2,0
20140807142387,1,1,26.2,3,1,3,120,2,0,0,-1,1,1,2,-1,2,-1,-1,1,  9496561.394982,2,2,1,67,5,-1,1,2,1,2,1,1,2,167,-1,0
20140807142389,1,2,34.9,3,5,-1,30,0,0,0,-1,1,2,1,2,1,1,1,1,  2793312.302696,2,3,1,71,5,3,2,2,1,2,1,1,-1,250,-1,0
20140807142390,1,1,28.2,3,1,-1,30,0,0,0,-1,1,2,1,4,2,-1,-1,1,  6267401.178999,2,1,1,67,5,-1,1,2,1,2,1,2,2,180,-1,0
20140807142394,1,1,25.8,3,1,-1,75,0,0,0,-1,2,2,1,7,2,-1,-1,1,  4564017.746525,2,3,1,68,5,-1,1,2,1,-1,1,2,1,170,2,0
20140807142396,1,1,19.9,3,1,-1,0,45,0,0,-1,2,1,2,-1,2,-1,-1,1,  7010138.769920,2,2,1,69,5,-1,2,2,1,-1,1,2,-1,135,-1,0
20140807142398,1,1,-1.0,3,1,5,210,0,0,-1,1,1,2,1,4,2,-1,-1,1,  5918075.259266,2,4,1,60,5,-1,1,2,1,1,1,3,2,-3,-1,0
20140807142399,1,1,36.6,3,1,-1,70,0,0,0,-1,1,2,1,3,1,2,2,1,   985752.785682,2,2,1,62,5,-1,-1,-1,2,2,5,6,-1,200,-1,0
20140807142400,1,1,21.1,3,1,5,100,0,0,0,2,1,2,2,-1,1,2,2,1,  5524627.483117,2,3,1,67,5,-1,-1,-1,2,1,2,1,-1,135,-1,0
20140807142401,1,1,23.6,3,1,5,30,12,0,0,-1,2,1,1,5,1,1,2,1, 17412127.060382,2,2,1,66,5,-1,1,2,1,-1,1,3,2,146,-1,0
20140807142406,1,1,25.7,3,1,5,120,0,0,0,-1,1,2,1,6,2,-1,-1,1,  3968465.041477,2,2,1,73,5,-1,1,2,1,2,1,2,2,195,-1,0
20140807142417,1,1,27.8,3,1,5,85,10,0,0,-1,2,1,1,3,1,2,2,1,  4942465.676509,2,2,1,61,5,-1,1,2,1,-1,1,6,2,147,2,0
20140807142425,1,2,27.3,3,3,-1,75,30,0,0,-1,2,1,2,-1,2,-1,-1,1,  3332370.143935,2,4,1,69,5,1,1,2,1,-1,2,2,1,185,2,0
20140807142427,1,2,28.3,1,5,-1,75,35,0,0,2,1,1,2,-1,2,-1,-1,1,  5296649.288768,1,3,1,62,5,2,1,2,1,1,1,2,2,155,2,0
20140807142430,1,1,23.5,3,1,5,90,10,0,0,2,1,1,1,2,1,3,1,1, 15324098.492678,2,3,3,67,5,-1,-1,-1,2,1,1,3,-1,150,2,0
20140807142432,1,2,29.9,3,5,5,80,0,0,0,2,1,2,1,2,1,1,2,1, 10207164.597503,-2,2,2,66,5,2,-1,-1,2,1,-1,-1,-1,185,-2,0
20140807142437,1,1,21.0,3,1,-1,45,0,0,0,-1,2,2,1,3,2,-1,-1,1,  3840892.391840,2,1,1,62,5,-1,1,2,1,-1,1,4,2,115,2,0
20140807142438,1,1,29.3,1,1,-1,60,15,0,0,1,1,1,1,3,1,1,2,1,  2133064.512238,2,4,3,62,5,-1,1,2,1,1,1,1,2,160,-1,0
20140807142450,1,2,25.1,3,3,5,80,15,0,0,-1,1,1,2,-1,1,2,2,1,  3421064.691134,2,1,2,71,5,1,-1,-1,2,2,-1,-1,-1,180,2,0
20140807142454,1,1,36.0,3,1,5,120,5,0,0,2,1,1,1,1,2,-1,-1,1,  8630473.939524,2,3,2,67,5,-1,-1,-1,2,1,-1,-1,-1,230,2,0
20140807142461,1,2,41.1,3,5,-1,130,0,0,0,-1,1,2,2,-1,1,1,1,2, 10720579.745048,1,3,1,62,5,2,1,2,1,2,1,1,2,225,-1,0
20140807142463,1,2,29.3,3,5,-1,90,0,0,0,-1,1,2,1,3,1,2,1,1, 23093487.336822,2,3,1,60,5,2,1,2,1,2,1,3,2,150,-1,0
20140807142466,1,1,22.2,3,1,5,120,20,0,0,2,1,1,1,2,1,4,1,1,  4003524.103390,2,1,3,67,5,-1,-1,-1,2,1,1,2,-1,142,2,0
20140807142470,1,1,37.9,3,1,5,55,0,0,0,-1,1,2,1,2,1,6,2,1, 10029138.312794,2,3,3,74,5,-1,1,2,3,2,1,4,2,295,2,0
20140807142471,1,1,27.8,3,1,5,58,45,0,0,2,1,1,1,4,1,2,2,1, 14450845.751007,2,2,1,71,5,-1,1,2,3,1,1,1,1,199,2,0
20140807142473,1,-2,38.4,3,4,5,70,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  6801054.898198,2,3,2,69,5,1,-1,-1,2,-1,-1,-1,-1,260,-1,2
20140807142475,1,1,58.4,3,1,-1,90,15,0,1,1,1,1,1,7,2,-1,-1,1,  7989479.891200,2,5,1,64,5,-1,1,2,1,1,1,3,2,340,-1,0
20140807142479,1,1,36.4,3,1,-1,60,0,0,0,-1,2,2,2,-1,1,4,1,1,   915373.945998,2,3,1,59,5,-1,1,2,1,-1,2,1,2,180,-1,0
20140807142481,1,1,21.6,3,1,5,15,0,0,0,2,1,2,2,-1,1,4,1,1,  7494685.092048,2,2,1,68,5,-1,1,2,1,1,2,2,2,142,-1,0
20140807142482,1,1,24.1,3,1,5,40,30,0,0,-1,2,1,1,2,2,-1,-1,1,  5756385.918438,2,3,3,67,5,-1,-1,-1,2,-1,2,2,-1,154,2,0
20140807142483,1,1,23.6,3,1,4,30,10,0,0,-1,2,1,1,5,2,-1,-1,1,  9012915.131638,2,2,1,61,5,-1,1,2,1,-1,1,3,2,125,-1,0
20140807142484,1,1,29.3,3,1,-1,15,10,0,0,2,1,1,2,-1,1,5,1,1,  7573702.958916,2,3,1,60,5,-1,2,2,1,1,2,1,-1,150,-1,0
20140807142487,1,1,22.9,3,1,1,60,2,0,0,-1,2,1,1,6,2,-1,-1,1,  2263423.620185,2,1,2,69,5,-1,-1,-1,2,-1,-1,-1,-1,155,2,0
20140807142489,1,1,22.8,3,1,-1,15,22,0,0,2,1,1,1,8,1,3,1,1,  7774420.355649,2,1,1,68,5,-1,1,2,1,1,1,1,2,150,-1,0
20140807142506,1,2,31.8,3,5,5,120,0,0,0,-1,2,2,1,3,2,-1,-1,1,  4656027.101932,2,5,1,62,5,2,1,2,1,-1,1,1,2,174,-1,0
20140807142507,1,1,23.5,3,1,-1,180,0,0,0,-1,1,2,1,6,1,2,1,1,  4789617.128620,2,1,1,72,5,-1,2,2,1,2,1,3,-1,173,-1,0
20140807142510,1,2,32.3,3,5,-1,20,-2,0,0,-1,1,-2,1,2,2,-1,-1,2,  4355226.688580,1,5,1,67,5,2,1,2,1,2,5,1,2,206,2,0
20140807142511,1,1,19.4,3,1,-1,135,0,0,0,-1,2,2,1,2,2,-1,-1,1,  7605163.317908,2,2,2,66,5,-2,-1,-1,2,-1,-1,-1,-1,120,2,73
20140807142512,1,1,20.3,3,1,5,70,40,0,0,-1,2,1,1,7,1,2,2,1, 20286155.989916,2,2,2,72,5,-1,-1,-1,2,-1,-1,-1,-1,150,2,0
20140807142518,1,1,42.9,3,1,5,0,20,0,0,1,1,1,2,-1,2,-1,-1,1,  6771494.279130,2,5,2,64,5,-1,1,2,1,1,-1,-1,2,250,-1,0
20140807142519,1,1,22.3,3,1,5,60,0,0,0,2,1,2,1,4,1,2,2,1,  7968063.719328,2,3,1,62,5,-1,1,2,1,1,2,2,2,122,2,0
20140807142525,1,1,29.8,3,1,5,220,0,0,0,-1,2,2,1,6,1,3,2,1,  3041676.910583,2,2,2,72,5,-1,-1,-1,2,-1,-1,-1,-1,220,2,0
20140807142526,1,1,43.8,3,1,5,75,0,0,0,1,1,2,1,2,1,1,2,1, 19671930.137784,2,-2,3,70,5,-1,1,2,1,1,1,2,2,305,-1,0
20140807142528,1,1,24.4,3,1,-1,40,30,0,0,2,1,1,1,2,1,2,2,1, 24243096.995360,2,2,2,70,5,-1,-1,-1,2,1,-1,-1,-1,170,2,0
20140807142533,1,1,22.4,3,1,5,120,15,0,0,-1,1,1,1,2,2,-1,-1,1,  2311660.578120,2,1,1,73,5,-1,1,2,1,2,1,2,1,170,2,0
20140807142536,1,2,32.8,3,3,5,0,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  2253394.700342,2,2,1,72,5,1,1,2,1,-1,1,3,2,242,-1,0
20140808140001,1,1,23.6,3,1,5,20,60,0,0,-1,1,1,1,8,1,3,1,1, 14585784.180088,2,3,3,68,5,-1,1,2,3,2,2,1,2,155,2,0
20140808140006,1,2,30.6,3,5,-1,25,0,0,0,1,1,2,1,1,2,-1,-1,1,  2283555.106821,1,4,1,69,5,2,1,2,1,1,1,1,2,207,1,0
20140808140013,1,2,27.8,1,5,-1,35,0,0,0,-1,2,2,2,-1,1,1,2,1,  2754056.092842,2,3,1,64,5,2,1,2,1,-1,2,1,2,162,1,0
20140808140040,1,2,29.0,3,3,5,0,310,0,0,2,1,1,1,5,1,5,2,1,  3690757.854239,2,1,1,66,5,1,-1,-1,2,1,1,1,-1,180,2,0
20140808140050,1,1,19.2,3,1,5,65,15,0,0,-1,1,1,1,4,1,1,1,1, 11501870.375054,2,2,3,69,5,-1,1,2,3,-2,1,1,2,130,2,0
20140808140068,1,1,30.0,3,1,-1,40,6,0,0,-1,1,1,2,-1,1,2,2,1,  4530899.189154,2,3,1,71,5,-1,1,2,1,2,2,4,2,215,2,0
20140808140076,1,2,22.7,3,5,-1,60,0,0,0,-1,2,2,1,5,1,5,2,1, 13142640.995552,2,1,1,61,5,2,-1,-1,2,-1,2,1,-1,120,2,0
20140808140098,1,1,28.1,3,1,5,150,0,0,0,-1,1,2,1,2,1,1,1,1, 15479675.019540,2,2,2,72,5,-1,-1,-1,2,2,-1,-1,-1,207,-1,0
20140808140104,1,2,24.7,3,5,1,210,0,2,0,-1,1,2,2,-1,2,-1,-1,1, 33743479.487904,2,4,2,56,5,2,-1,-1,2,2,-1,-1,-1,110,-1,0
20140808140170,1,1,21.9,3,1,-1,40,10,0,0,-1,2,1,1,4,1,2,2,1, 28957437.847763,2,1,2,62,5,-2,-1,-1,2,-1,-1,-1,-1,120,2,75
20140808140171,1,2,22.6,3,5,-1,10,10,0,0,-1,2,1,2,-1,1,1,2,1,  8887630.397251,2,4,2,66,5,3,-1,-1,2,-1,-1,-1,-1,140,1,12
20140808140535,1,2,31.9,3,5,5,70,10,0,0,-1,2,1,1,3,1,2,1,1,  5312354.867099,1,3,1,63,5,2,-1,-1,2,-1,2,3,-1,180,1,0
20140808140538,1,2,26.3,3,5,-1,30,10,0,0,1,1,1,2,-1,1,1,2,1,  6848818.404228,2,5,2,59,5,2,1,2,1,1,-1,-1,2,130,-1,0
20140808140553,1,1,29.7,3,1,5,30,2,0,0,-1,1,1,2,-1,1,2,1,1, 14445564.692279,2,3,1,72,5,-1,1,2,1,2,1,2,2,219,-1,0
20140808140571,1,2,32.3,3,5,5,60,0,0,0,2,1,2,2,-1,2,-1,-1,1,  5308835.002716,2,2,1,66,5,2,1,2,1,1,1,2,2,200,-1,0
20140808140610,1,1,25.1,3,1,5,25,0,0,0,-1,2,2,1,2,1,1,2,1,  5938346.935767,2,2,3,72,5,-1,1,2,1,-1,1,2,2,185,-1,0
20140808140614,1,2,32.9,3,5,-1,90,60,0,0,-1,1,1,2,-1,2,-1,-1,2,  1902266.354277,1,3,1,62,5,2,1,2,1,2,2,1,2,180,-1,0
20140808140621,1,2,43.7,3,3,5,30,0,0,0,-1,2,2,1,5,1,3,1,1,  6179009.705773,2,4,1,60,5,1,-1,-1,2,-1,1,2,-1,224,2,0
20140808140636,1,1,21.3,3,1,-1,35,0,0,0,-1,2,2,1,5,2,-1,-1,1,  2057679.387995,2,3,1,63,5,-1,1,2,1,-1,1,3,2,120,-1,0
20140808140665,1,1,25.1,3,1,5,40,6,0,0,-1,2,1,1,7,1,1,2,1,  9330873.665611,2,1,1,71,5,-1,1,2,3,-1,1,2,2,180,-1,0
20140808140667,1,1,20.6,3,1,5,230,0,0,0,-1,1,2,1,3,1,1,2,1,  3062682.028953,2,1,3,64,5,-1,1,2,1,2,2,1,2,120,2,0
20140808140686,1,1,33.1,3,1,5,60,15,0,0,2,1,1,1,28,1,1,2,1,  6930827.811600,2,3,2,75,5,-1,1,2,3,1,-1,-1,2,265,-1,0
20140808140703,1,2,32.6,3,5,5,200,7,0,0,2,1,1,2,-1,2,-1,-1,1, 12114060.046293,1,4,2,64,5,2,-1,-1,2,1,-1,-1,-1,190,1,0
20140808140734,1,1,24.1,3,1,5,90,0,0,0,-1,2,2,1,3,1,1,2,1,  5683204.704699,2,1,3,67,5,-1,-1,-1,2,-1,1,6,-1,154,2,0
20140808140756,1,1,25.4,3,1,-1,10,10,0,0,-1,2,1,1,7,2,-1,-1,1,  9033544.733065,2,1,2,64,5,-2,1,2,3,-1,-1,-1,2,148,2,73
20140808140757,1,1,20.9,3,1,-1,75,10,0,0,-1,1,1,1,5,2,-1,-1,1,  1641777.371710,2,1,1,71,5,-1,1,2,1,2,1,1,2,150,-1,0
20140808140765,1,1,33.5,3,1,5,175,12,0,0,-1,2,1,1,14,2,-1,-1,1, 10246420.861445,2,2,1,71,5,-1,1,2,1,-1,1,6,2,240,-1,0
20140808140775,1,1,28.3,3,1,5,50,10,0,0,-1,1,1,1,3,2,-1,-1,1,  1896411.221041,2,3,1,65,5,-1,1,2,1,2,1,1,1,170,-1,0
20140808140791,1,1,27.6,3,1,5,145,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  5994627.936359,2,2,3,62,5,-1,1,2,1,2,3,1,2,151,-1,0
20140808140803,1,1,31.9,3,1,5,45,2,0,0,-1,2,1,1,2,1,1,2,1,  9249809.072335,2,3,3,63,5,-1,1,2,1,-1,1,3,2,180,-1,0
20140808140818,1,2,37.1,3,2,5,30,15,0,0,2,1,1,2,-1,2,-1,-1,1,  8825663.782219,2,3,1,66,5,-3,1,2,1,1,2,2,2,230,-1,0
20140808140828,1,1,30.0,3,1,-1,15,0,0,0,-1,-2,2,1,5,1,6,2,2,  1677266.314678,2,3,1,65,5,-1,1,2,1,-1,1,4,2,180,-1,0
20140808140837,1,1,25.0,3,1,-1,70,5,0,0,-1,1,1,1,5,1,1,2,1,  2421020.012135,2,1,1,65,5,-1,1,2,1,2,1,2,2,150,-1,0
20140808140843,1,1,23.6,3,1,5,70,23,0,0,-1,1,1,1,7,2,-1,-1,1,  2078393.610180,2,2,1,61,5,-1,1,2,1,2,2,2,2,125,-1,0
20140808140854,1,1,18.1,1,1,-1,0,-2,0,0,-1,2,-2,2,-1,1,2,2,1, 22367766.305764,2,2,2,63,5,-2,-1,-1,2,-1,-1,-1,-1,102,2,73
20140808140856,1,2,29.0,3,3,-1,60,15,0,0,2,1,1,2,-1,1,4,2,1,  7117059.610894,2,3,2,66,5,1,-1,-1,2,1,-1,-1,-1,180,-1,0
20140808140857,1,1,25.7,3,1,-1,0,15,0,0,1,1,1,1,4,2,-1,-1,1,  3663397.162263,2,2,1,63,5,-1,1,2,1,1,2,6,2,145,-1,0
20140808140860,1,-3,27.4,3,-1,5,75,0,0,0,-1,2,2,1,6,2,-1,-1,1, 12700291.672445,2,1,1,62,5,-3,1,2,1,-1,1,2,2,150,-1,3
20140808140878,1,1,25.0,1,1,5,60,30,0,0,-1,1,1,1,7,2,-1,-1,1,  6628467.879343,2,1,2,65,5,-1,-1,-1,2,2,-1,-1,-1,150,2,0
20140808140891,1,1,24.4,3,1,5,80,35,0,0,-1,1,1,1,3,2,-1,-1,1,  4116904.207608,2,1,2,69,5,-1,-1,-1,2,2,-1,-1,-1,165,-1,0
20140808140919,1,2,32.6,2,5,-1,20,5,0,0,-1,2,1,2,-1,2,-1,-1,1,  5959710.723348,1,4,2,64,5,2,1,2,3,-1,-1,-1,2,190,2,0
20140808140963,1,2,34.9,3,5,-1,30,0,0,0,-1,1,2,1,3,1,3,2,2,  2302889.060136,1,3,1,65,5,2,1,2,1,2,2,4,2,210,2,0
